Attr1;Attr2;Attr3;Attr4;Attr5;Attr6;Attr7;Attr8;Attr9;Attr10;Attr11;Attr12;Attr13;Attr14;Attr15;Attr16;Attr17;Attr18;Attr19;Attr20;Attr22;Attr23;Attr24;Attr25;Attr26;Attr28;Attr30;Attr31;Attr32;Attr33;Attr34;Attr35;Attr36;Attr38;Attr39;Attr40;Attr41;Attr42;Attr43;Attr44;Attr45;Attr46;Attr47;Attr48;Attr49;Attr50;Attr51;Attr52;Attr53;Attr54;Attr56;Attr57;Attr58;Attr59;Attr60;Attr61;Attr62;Attr63;Attr64;Class;Sample
-0,12221;0,5391;0,22376;1,4792;41,977;0;-0,12801;0,85495;1,4581;0,4609;-0,103085;-0,277309;-0,06363;-0,12801;-1168,2;-0,126267;1,8549;-0,12801;-0,112564;8,4381;-0,081914;-0,102722;-0,063436;0,42778;-0,126917;0,7234;0,18493;-0,090276;104,48;3,4934;3,0257;-0,081914;1,4581;0,53308;-0,069571;0,58443;-0,1214;-0,069043;104,59;96,148;-1,069795;1,407;7,5428;-0,193048;-0,14367;1,2812;0,46692;0,28625;1,4901;1,7234;-0,075569;-0,329713;1,08138;0,1566;43,256;3,7962;116,88;3,1228;4,7139;NB;U
0,250675;0,32084;0,53975;2,7983;65,019;0;0,297982;2,1168;3,069865;0,67916;0,305492;1,0638;0,10967;0,297982;327,27;1,1153;3,1168;0,297982;0,097865;4,92349;0,291465;0,078063;0,78503;0,44554;0,9139;3,3711;0,04591;0,097873;37,053;9,8506;9,2152;0,30606;3,2627;0,67916;0,093807;0,58932;0,030308;0,096344;74,172;73,402;4,818735;2,7754;4,78758;0,267378;0,084537;2,6178;0,30014;0,10152;4,2418;4,2418;0,093807;0,37501;0,90254;0;74,136;4,9726;33,578;10,87;20,378;NB;U
0,039625;0,59003;-0,0944;0,80349;-148,73;-0,092873;0,039625;0,15833;0,96467;0,093422;0,039625;0,082485;0,085459;0,039625;2921,8;0,12492;1,6948;0,039625;0,045942;41,516;0,063987;0,045942;-0,092873;0,093422;0,12492;-0,15374;0,65705;0,045942;196,11;1,8612;0,10845;0,063987;0,97157;0,20307;0,074188;0,38746;0,1978;0,074188;84,577;43,062;0,40391;0,59928;40,049;0,029903;0,03467;0,65418;0,48039;0,53729;0,176913;0,530704;-0,036619;0,42415;1,0366;1,1737;8,7918;8,4762;203,29;1,7954;1,4047;NB;U
0,017836;0,74875;0,019066;1,0433;-14,657;-0,004057;0,024996;0,33556;1,7812;0,25125;0,044072;0,056796;0,035994;0,024996;4262,7;0,085626;1,3356;0,024996;0,014033;13,783;0,035313;0,010013;0,20437;0,21543;0,076063;0,035255;0,41965;0,024743;91,342;3,996;2,3488;0,022524;1,7812;0,3877;0,012645;0,05245;0,33533;0,019825;89,363;75,581;0,26518;0,8905;13,959;-0,003804;-0,002135;0,61326;0,44011;0,25025;0,46457;0,71687;0,012645;0,070989;0,98619;0,54308;26,482;4,8293;90,187;4,0472;3,2935;NB;U
-0,102;0,58313;0,30872;1,618;5,5328;0;-0,102;0,71488;2,0902;0,41687;-0,090723;-0,20416;-0,037092;-0,102;-2745,3;-0,126267;1,7149;-0,102;-0,048798;44,555;-0,081914;-0,048798;0,023562;0,35219;-0,126917;1,6105;0,27892;-0,047099;84,998;4,2942;3,6789;-0,055146;2,0902;0,50042;-0,026384;0,042273;-0,204356;-0,043405;137,46;92,91;-0,39977;1,1073;43,409;-0,11519;-0,055111;1,3861;0,49958;0,23287;2,1746;2,6105;-0,026384;-0,24467;1,0484;0,20042;8,1922;3,9285;87,241;4,1838;10,904;NB;U
0,040647;0,55319;0,13166;1,4333;-8,7768;0,096106;0,051723;0,78601;1,0304;0,43481;0,051723;0,17022;0,055971;0,051723;2028,7;0,17992;1,8077;0,051723;0,029087;35,161;0,076342;0,022858;0,12487;0,43481;0,1599;0,23324;0,27518;0,029087;64,269;5,6793;0,138;0,076342;1,8203;0,68414;0,042931;0,21425;0,14649;0,042931;76,032;40,871;0,23728;0,86953;36,231;0,028534;0,016046;0,7873;0,30387;0,17608;0,7703;1,212;0,029526;0,093481;0,97047;0,5734;10,381;8,9306;62,371;5,8521;3,1503;NB;U
0,10806;0,46752;0,33928;1,7257;-47,133;0,36115;0,13776;1,1023;1,0842;0,51534;0,13776;0,29465;0,1035;0,13776;971,84;0,37558;2,1389;0,13776;0,081197;115,57;0,13608;0,063692;0,45427;0,51534;0,31205;1,7561;0,27452;0,081197;109,05;3,3469;0,29107;0,13608;1,7076;0,51534;0,08021;0,009881;0,08838;0,08021;172,76;57,191;0,20115;0,57666;125,31;0,098247;0,05791;1,7257;0,46752;0,29878;2,6674;2,6674;0,077676;0,20968;0,92232;0;3,1582;6,3822;100,58;3,6288;8,7812;NB;U
0,05421;0,56274;0,079022;1,1995;-7,6612;0,18452;0,069342;0,6371;1,0472;0,35852;0,069342;0,17507;0,081542;0,069342;1593,7;0,22903;1,777;0,069342;0,043871;24,348;0,088738;0,034297;0,23291;0,35852;0,20214;0,15055;0,35276;0,043871;95,78;3,8108;0,15769;0,088738;1,6018;0,52519;0,056143;0,024266;0,12477;0,056143;107,49;83,146;0,51415;0,93331;25,497;0,029197;0,018472;0,84426;0,39608;0,26241;0,68303;1,0005;0,045049;0,1512;0,95495;0,46487;14,991;4,3899;91,465;3,9906;3,0112;NB;U
0,05186;0,45979;0,15777;1,4131;-10,054;-0,10196;0,066095;1,1072;1,0375;0,50906;0,066095;0,17308;0,045678;0,066095;1671,9;0,21831;2,1749;0,066095;0,030077;35,717;0,07424;0,023599;-0,078099;0,50906;0,18735;0,34272;0,208;0,030077;65,81;5,5462;0,16147;0,07424;2,2097;0,58698;0,033784;0,009881;0,13929;0,033784;89,032;53,315;0,24117;0,85004;37,058;0,039958;0,018183;1,1737;0,38188;0,1803;1,1058;1,2751;0,036186;0,10187;0,96381;0,15305;10,219;6,8461;63,429;5,7545;4,7736;NB;U
0,250675;0,84749;-0,072508;0,91444;-60,14;-0,255353;0,297982;0,17996;2,7704;0,15251;0,305492;0,45542;0,15759;0,297982;708,52;0,51516;1,18;0,297982;0,13932;41,796;0,291465;0,129;-0,084219;-0,030869;0,48142;-0,32223;0,30259;0,13932;129,77;2,8127;2,8127;0,307578;2,7704;0,166368;0,13959;0,01085;0,064705;0,13932;100,89;59,095;1,1265;0,54011;48,577;0,267378;0,12104;0,91444;0,792832;0,35554;0,67777;0,67777;0,13959;0,586253;0,86068;0;8,7329;6,1765;111,66;3,269;12,312;NB;U
-0,057172;0,909177;-0,163267;0,692595;-17,18;-0,255353;-0,057172;0,077354;3,069865;0,071786;-0,029912;-0,038641;-0,004305;-0,057172;-3415,915;-0,032263;1,09994;-0,057172;-0,005156;4,92349;-0,038972;-0,005156;-0,15337;-0,030869;-0,032263;-0,343879;0,10142;-0,005143;48,534;7,5205;7,5205;-0,038972;3,264485;0,166368;-0,003515;0,24935;-0,204356;-0,003515;49,4384;21,56805;-1,069795;0,65084;4,78758;-0,048408;-0,004366;0,67427;0,792832;0,13297;0,176913;0,530704;-0,003515;0,11921;1,0052;0;74,136;16,92325;48,705;7,4942;39,3715;NB;U
0,057395;0,095161;0,37833;4,9757;41,981;0,31163;0,072977;5,5926;1,0369;0,5322;0,072977;0,76688;0,075751;0,072977;269,07;1,3565;10,509;0,072977;0,042824;40,483;0,067338;0,03368;0,38994;0,5322;1,1928;0,71858;-0,022044;0,042824;26,7293;13,6549;0,70763;0,067338;1,7389;0,5322;0,039515;1,4391;0,025343;0,039515;72,085;31,602;0,30367;2,9895;41,976;0,011228;0,006589;4,9757;0,095161;0,073232;1,0108;1,0108;0,035563;0,10785;0,96444;0;9,0161;11,55;23,7897;15,343;3,2366;NB;U
0,014938;0,8005;0,027096;1,0338;-45,607;0,073655;0,014938;0,22978;1,0219;0,18394;0,014938;0,018661;0,015539;0,014938;5877,7;0,062099;1,2492;0,014938;0,00467;47,766;0,06651;0,00467;0,073655;0,18394;0,062099;0,15716;0,24943;0,00467;93,335;3,9106;0,083085;0,06651;3,2081;0,18394;0,02079;0,009881;0,25985;0,02079;94,063;46,297;0,035682;0,51087;48,812;0,031737;0,009921;1,0338;0,792832;0,25571;1,0669;1,0669;0,021442;0,081213;0,97856;0;7,6414;7,8838;91,334;3,9963;18,555;NB;U
0,01178;0,7981;0,10693;1,134;-115,66;0,15282;0,014647;0,25297;1,0216;0,2019;0,014647;0,018352;0,011708;0,014647;8030,315;0,029955;1,253;0,014647;0,007173;124,218;0,042846;0,005769;0,18979;0,2019;0,026364;1,126;0,37803;0,007173;145,74;2,5044;0,053685;0,042846;2,0454;0,2019;0,020983;0,039348;0,50356;0,020983;156,16;23,728;0,0159;0,325332;135,3;0,033585;0,016448;1,134;0,792832;0,3993;2,126;2,126;0,021146;0,058349;0,97885;0;2,93837;15,383;142,66;2,5585;21,502;NB;U
0,067404;0,56842;0,16656;1,6022;-15,023;0,003396;0,084243;0,75927;0,96857;0,43158;0,11149;0,30459;0,13056;0,084243;1640,7;0,22246;1,7593;0,084243;0,086977;60,011;0,10921;0,069591;0,17764;0,40453;0,19284;0,29912;0,54972;0,10889;117,32;3,137;1,5264;0,10807;0,96857;0,68675;0,11157;0,27999;0,12513;0,11275;137,81;77,802;0,42327;1,0265;66,992;0,067001;0,069175;0,77961;0,27658;0,31877;0,77503;1,2333;0,11157;0,15618;0,91396;0,59125;6,0822;4,6914;104,23;3,5019;1,7394;NB;U
-0,093794;0,90913;0,11546;1,2755;-153,197;0,06404;-0,10879;0,077354;0,90011;0,071786;-0,103085;-0,25956;-0,06363;-0,10879;-3096,2;-0,11789;1,1;-0,10879;-0,112564;4,92349;-0,055272;-0,102722;0,067989;0,042135;-0,10139;0,24809;1,000054;-0,090276;269,582;1,40345;-0,056105;-0,055272;0,54569;0,53212;-0,069571;0,88031;-0,204356;-0,069043;119,14;116,54;-1,069795;1,2668;4,78758;-0,056892;-0,11212;0,58804;0,41915;0,712566;0,176913;1,1434;-0,075569;-0,329713;1,08138;1,411275;74,136;3,1321;248,908;1,46642;1,0903;NB;U
0,038068;0,18808;0,31464;2,6729;42,614;0,17302;0,056717;4,3169;1,0401;0,81192;0,056717;0,30156;0,10315;0,056717;830,97;0,43925;5,3169;0,056717;0,070814;103,11;0,038831;0,047531;0,19227;0,81192;0,3401;0,63271;0,21213;0,070814;89,146;4,0944;0,20646;0,038831;0,82802;0,81192;0,048484;0,098222;0,095529;0,048484;220,68;117,57;0,16825;1,4699;107,24;0,012934;0,016149;2,6729;0,18808;0,24424;1,6327;1,6327;0,038511;0,046887;0,96149;0;3,5398;3,1045;85,713;4,2584;1,6106;NB;U
0,082063;0,73815;0,24133;1,3269;-123,25;-0,073478;0,094538;0,35474;1,1967;0,26185;0,10269;0,12807;0,081186;0,094538;2773,1;0,13162;1,3547;0,094538;0,078999;86,255;0,10071;0,068574;0,090762;0,25371;0,11472;7,244105;0,54808;0,085814;246,24;1,4823;1,4823;0,10255;1,1967;0,26185;0,085697;0,56154;0,23812;0,084159;172,32;86,066;0,29018;0,94382;94,34;0,098095;0,081972;1,3269;0,73815;0,67464;7,856195;8,00544;0,085697;0,3134;0,92114;0;4,2316;4,2409;225,14;1,6212;39,3715;NB;U
0,14186;0,45981;0,53169;2,201;80,962;0;0,17954;1,1748;2,2142;0,54019;0,22811;0,40555;0,09139;0,17954;829,37;0,44009;2,1748;0,17954;0,081085;14,247;0,22045;0,064066;0,39689;0,38825;0,35814;7,244105;0,20816;0,083281;80,971;4,5078;4,3402;0,21857;2,2142;0,54019;0,098711;0,009881;0,063003;0,099563;160,54;146,3;1,6414;2,0058;15,807;0,19764;0,089258;2,1192;0,44271;0,22184;7,856195;8,00544;0,098711;0,2626;0,91225;0;25,62;2,4949;72,978;5,0015;39,3715;NB;U
0,018461;0,88055;0,20192;1,3351;-28,883;0;0,051262;0,13565;3,069865;0,11945;0,074751;0,085071;0,026839;0,051262;3436;0,10623;1,1357;0,051262;0,014709;49,28;0,074751;0,005297;0,19731;0,056441;0,068977;1,0329;0,25161;0,01472;64,498;5,6591;3,8726;0,075104;3,264485;0,39742;0,02155;0,009881;0,25081;0,021448;83,708;34,428;0,039233;0,55421;50,366;0,032474;0,009318;0,91364;0,60258;0,17671;0,611;2,0329;0,02155;0,15455;0,98529;1,411275;7,4066;10,602;63,108;5,7837;17,827;NB;U
0,19853;0,3352;0,46555;2,9377;81,085;0,016457;0,263;1,9833;1,9286;0,6648;0,26679;1,0946;0,15625;0,263;406;0,89901;2,9833;0,263;0,13637;17,597;0,23683;0,10294;0,35836;0,65648;0,70667;1,5825;0,12937;0,13833;51,909;7,0316;5,04;0,2392;1,9286;0,71802;0,12403;0,35957;0,040604;0,1228;117,23;99,632;2,1351;2,5507;20,089;0,19848;0,10291;2,1056;0,24026;0,14222;2,2598;2,4407;0,12403;0,29863;0,8667;0,080057;20,742;3,6635;45,471;8,0272;6,5556;NB;U
-0,12221;0,909177;-0,163267;0,692595;-153,197;0;-0,12801;0,077354;1,5802;0,071786;-0,000899;-0,075206;-0,06363;-0,12801;-3415,915;-0,070897;1,09994;-0,12801;-0,112564;14,845;-0,006742;-0,102722;-0,299619;-0,030869;-0,070897;-0,343879;1,000054;-0,00256;269,582;1,40345;0,45776;0,004494;1,5802;0,166368;0,002844;0,023632;1,0729;-0,004266;192,05;153,207;-1,069795;0,325332;14,887;-0,021573;-0,013652;0,469432;0,792832;0,712566;0,176913;0,530704;0,002844;0,106;1,08138;0;24,587;2,382385;248,908;1,46642;18,124;NB;U
0,10286;0,909177;-0,163267;0,692595;-22,213;-0,255353;0,10286;0,077354;3,069865;0,071786;0,11144;0,073811;0,015993;0,10286;4092,5;0,089187;1,09994;0,10286;0,011896;4,92349;0,11042;0,011896;-0,299619;-0,030869;0,089187;-0,343879;0,17901;0,012887;55,54;6,5718;5,9066;-0,081914;3,264485;0,166368;-0,059157;0,010412;0,35439;0,012769;49,4384;34,95;1,9764;0,60454;4,78758;0,074991;0,008672;0,57692;0,792832;0,15217;0,176913;0,530704;-0,059157;-0,18683;0,98898;0;74,136;10,443;58,826;6,2047;39,3715;NB;U
0,052508;0,12123;0,657661;7,648165;161;0;0,064833;7,2486;1,6261;0,87877;0,06579;0,53645;0,046577;0,064833;584,25;0,62473;8,2486;0,064833;0,03987;27,045;0,053333;0,032291;0,21825;0,84998;0,52307;7,244105;-0,176549;0,039873;28,024;13,024;9,47785;0,052037;1,6261;0,87877;0,032001;3,611065;0,062908;0,032798;110,26;83,214;0,43579;6,081655;27,94;0,042428;0,026092;6,946005;0,12086;0,076779;7,856195;8,00544;0,032001;0,059752;0,96047;0;13,496;4,3863;27,128;13,455;30,033;NB;U
0,16193;0,25875;0,33721;2,308;75,345;0,22326;0,20424;2,1728;1,156;0,5622;0,20424;0,79224;0,20623;0,20424;364,15;1,0023;3,8648;0,20424;0,16241;34,548;0,20968;0,12876;0,27008;0,5622;0,83881;0,83261;0,1421;0,16241;86,492;4,2201;0,81036;0,20968;1,3137;0,56315;0,16673;0,31829;0,032126;0,16673;148,88;114,33;1,3603;1,8463;39,936;0,15457;0,12291;2,2996;0,2578;0,23696;1,3882;1,3905;0,13491;0,28802;0,86509;0,00169;10,565;3,1925;74,823;4,8782;3,1052;NB;U
0,010924;0,909177;0,2792;1,3875;30,378;-0,064027;0,011177;0,077354;3,069865;0,071786;0,0125;0,015512;0,005692;0,011177;8030,315;0,019254;1,09994;0,011177;0,00352;4,92349;0,00499;0,003441;-0,039067;-0,030869;0,018985;7,244105;0,24179;0,003878;82,915;4,4021;3,3798;0,002984;3,1749;0,166368;0,00094;0,23839;1,0729;0,001572;95,187;93,901;0,97619;1,372;4,78758;-0,001903;-0,000599;1,0653;0,72055;0,22716;7,856195;8,00544;0,00094;0,17761;0,9965;0;74,136;3,8871;82,837;4,4063;39,3715;NB;U
0,027846;0,20698;0,26954;2,3023;51,626;0,11035;0,027846;3,5679;1,0013;0,73848;0,027846;0,13454;0,047663;0,027846;1853,6;0,19691;4,8314;0,027846;0,032564;58,584;0,001499;0,032564;0,11035;0,73848;0,19691;0,5149;0,21397;0,032564;88,466;4,1259;0,00724;0,001499;0,90637;0,73848;0,001752;0,17244;0,47224;0,001752;188,17;129,58;0,20289;1,6392;58,662;-0,011413;-0,013346;2,3023;0,20698;0,24237;1,4107;1,4107;0,001334;0,037707;0,99867;0;6,2304;2,8167;88,348;4,1314;1,6335;NB;U
0,20391;0,65176;0,31968;1,5025;30,39;0,34286;0,2684;0,5343;1,1638;0,34824;0,2684;0,42192;0,15888;0,2684;861,94;0,42346;1,5343;0,2684;0,1545;37,165;0,23982;0,11738;0,43776;0,34824;0,32451;7,238;0,12697;0,1545;155,55;2,3465;0,36795;0,23982;1,7768;0,36385;0,13805;0,7052;0,086609;0,13805;106,57;69,407;1,1528;1,2245;43,251;0,23222;0,13368;1,4665;0,63615;0,42617;7,856195;8,00544;0,14072;0,58554;0,85928;0,044823;9,8211;5,2588;133,66;2,7308;39,332;NB;U
0,094598;0,57662;0,41805;1,8095;-20,903;0,22687;0,12132;0,73424;1,0549;0,42338;0,12132;0,23491;0,052137;0,12132;1574,1;0,23187;1,7342;0,12132;0,047308;79,313;0,116;0,036889;0,29333;0,42338;0,18553;6,381;0,20438;0,047308;77,544;4,707;0,20118;0,116;2,5744;0,48357;0,045235;0,10406;0,14766;0,045235;125,36;46,046;0,16976;0,73048;83,671;0,10362;0,040406;1,6206;0,51643;0,21245;6,4624;7,381;0,052082;0,22344;0,94792;0,14216;4,602;7,9269;73,506;4,9656;39,143;NB;U
0,10393;0,35831;0,59408;3,3017;104,85;0,36904;0,131;1,7909;1,0672;0,64169;0,131;0,50754;0,088526;0,131;777,16;0,46966;2,7909;0,131;0,068913;11,561;0,11853;0,054671;0,46732;0,64169;0,3941;4,019;0,096328;0,068913;52,891;6,9009;0,33079;0,11853;1,9233;0,74189;0,062351;0,77938;0,075606;0,062351;125;113,44;1,7261;3,0684;12,338;0,081243;0,042738;2,3783;0,25811;0,14491;4,3411;5,019;0,063001;0,16196;0,937;0,15616;31,572;3,2175;49,559;7,3649;12,86;NB;U
0,10299;0,50094;0,3366;2,1453;-30,024;0;0,12887;0,99623;1,2377;0,49906;0,17472;0,43848;0,13542;0,12887;1090,9;0,33459;1,9962;0,12887;0,10412;124,2;0,17472;0,083213;0,23837;0,4887;0,28294;0,91096;0,3863;0,11502;100,78;3,6218;2,1248;0,17326;1,2377;0,70209;0,13999;0,081064;0,078226;0,14117;178,91;54,71;0,24454;0,7123;138,848;0,13597;0,10986;1,2586;0,29389;0,27611;1,3506;1,9001;0,13999;0,20637;0,89604;0,40684;2,9388;6,6715;86,671;4,2113;3,3495;NB;U
-0,10008;0,41021;-0,12137;0,692595;-127,28;-0,255353;-0,10144;1,3766;0,95151;0,56468;-0,10144;-0,27161;-0,010104;-0,10144;-3415,915;-0,019854;2,4378;-0,10144;-0,112564;63,598;-0,081656;-0,102722;-0,299619;0,56468;-0,016529;-0,16229;0,48644;-0,090276;160,93;2,2681;-0,056105;-0,081656;0,81697;0,60141;-0,069571;0,061108;1,0729;-0,069043;103,83;40,231;-0,71258;0,325332;60,514;-0,17495;-0,145044;0,61458;0,37348;0,44089;0,75503;0,80414;-0,050961;-0,17723;1,051;0,065038;5,7392;9,0726;169,13;2,1581;1,0777;NB;U
0,1106;0,16117;0,47894;7,5711;186,876;0;0,13836;5,2045;0,692476;0,83883;0,13883;1,8983;0,23622;0,13836;363,85;1,0032;6,2045;0,13836;0,20214;38,625;0,11669;0,16159;0,23538;0,8349;0,83094;1,0686;-0,16288;0,20283;46,263;7,8896;3,5679;0,10943;0,68447;0,90114;0,15987;3,611065;0,038372;0,17048;147,76;109,14;1,527;6,081655;45,975;0,093362;0,1364;3,4238;0,075499;0,12675;1,8716;2,0632;0,15987;0,13185;0,80748;0,10234;9,4499;3,3443;38,867;9,391;1,5272;NB;U
0,250675;0,57127;0,068046;1,1202;0,49422;0,449716;0,29439;0,70034;1,158;0,40008;0,29439;0,51996;0,15683;0,29439;628,22;0,58101;1,7505;0,29439;0,1391;8,2155;0,29054;0,1391;0,51728;0,40008;0,58101;0,18603;0,10883;0,1391;113,08;3,2279;0,5086;0,29054;2,1315;0,40517;0,13728;0,63389;0,057249;0,13728;49,4384;39,27;4,818735;1,036;9,5139;0,25302;0,11955;1,1102;0,56618;0,3098;1,0938;1,1077;0,13647;0,586253;0,86353;0,012714;44,428;9,2947;97,646;3,738;5,786;NB;U
0,07239;0,38831;0,51148;2,3172;41,212;0;0,093077;1,5752;3,0695;0,61169;0,093399;0,2397;0,04542;0,093077;1016,6;0,35904;2,5752;0,093077;0,030323;19,916;0,087318;0,023583;0,30716;0,25054;0,30576;5,1045;-0,002837;0,030323;47,057;7,7565;7,7565;0,05759;3,0695;0,61169;0,018762;1,034;0,096841;0,028447;59,25;39,334;0,43221;1,8859;20,297;0,040977;0,013349;2,3172;0,38831;0,12892;6,1045;6,1045;0,018762;0,11834;0,97005;0;18,327;9,2794;46,174;7,9048;30,633;NB;U
0,006178;0,909177;-0,098738;0,88159;-153,197;0;0,009206;0,077354;0,95188;0,071786;0,070309;0,011041;0,044421;0,009206;8030,315;0,042966;1,09994;0,009206;0,009672;124,218;0,067321;0,00649;0,019068;0,006835;0,039889;-0,343879;1,000054;0,073407;269,582;1,40345;0,90989;0,056442;0,95188;0,166368;0,059295;0,01866;0,32674;0,070724;228,4495;52,088;0,010584;0,325332;138,848;0,034243;0,035974;0,74697;0,792832;0,712566;0,176913;0,530704;0,059295;0,38906;0,99052;1,411275;2,93837;7,0074;248,908;1,46642;3,5935;NB;U
0,250675;0,13687;0,62555;5,5705;76,231;0;0,297982;6,3063;3,069865;0,86313;0,305492;2,001825;0,19548;0,297982;80,045;2,318185;7,3063;0,297982;0,1859;7,1165;0,291465;0,172698;0,78503;0,860861;2,010605;2,633;0,041663;0,1872;26,7293;13,6549;9,47785;0,307578;3,1926;0,86313;0,19012;0,1909;0,007305;0,18603;84,178;77,061;4,818735;5,1157;8,7872;0,267378;0,16307;5,5705;0,13687;0,073232;3,633;3,633;0,19012;0,586253;0,81453;0;51,289;4,7365;23,7897;15,343;13,438;NB;U
0,090554;0,77101;0,060546;1,1199;-11,513;0,26502;0,12327;0,27961;1,0725;0,21558;0,12327;0,24401;0,055156;0,12327;1875,4;0,19463;1,297;0,12327;0,045309;4,92349;0,18559;0,033284;0,33789;0,21558;0,15219;0,13942;0,2297;0,045309;72,69;5,0213;0,24071;0,18559;2,7274;0,4814;0,068215;0,55494;0,11935;0,068215;49,4384;37,409;4,818735;1,1069;4,78758;0,1588;0,058368;0,73375;0,50518;0,19915;0,49641;1,1085;0,06762;0,42005;0,93238;1,2331;74,136;9,7569;67,775;5,3855;6,2648;NB;U
0,250675;0,34675;0,018799;1,062;-11,472;0,29139;0,297982;1,8839;1,8854;0,65325;0,305492;1,191;0,21421;0,297982;313,38;1,1647;2,8839;0,297982;0,19143;12,279;0,291465;0,172698;0,78503;0,65231;1,1647;0,02772;0,17357;0,19538;72,178;5,057;4,4193;0,307578;1,8854;0,69697;0,18722;0,073706;0,028935;0,18909;57,98;45,701;4,818735;0,85273;15,107;0,267378;0,16307;0,92812;0,30303;0,19775;0,96324;1,0277;0,18722;0,5525;0,81265;0,066936;29,726;7,9867;58,664;6,2218;2,7801;NB;U
0,032342;0,42314;0,25058;1,5922;29,457;0;0,039929;1,3633;3,069865;0,57686;0,058994;0,094364;0,029523;0,039929;1648,7;0,22139;2,3633;0,039929;0,012584;4,92349;0,043459;0,010193;0,1323;0,51132;0,20346;0,76801;0,040946;0,012584;50,444;7,2358;7,2358;0,11133;3,1731;0,57686;0,035087;0,69295;0,1451;0,013696;49,4384;43,257;4,818735;1,5817;4,78758;-0,010291;-0,003243;1,5922;0,42314;0,1382;1,768;1,768;0,035087;0,056066;0,98749;0;74,136;8,4378;48,674;7,4989;9,725;NB;U
0,15595;0,70048;0,064593;1,0922;6,0111;0,449716;0,15595;0,41679;1,0887;0,29196;0,15595;0,22264;0,088785;0,15595;1374,2;0,2656;1,4276;0,15595;0,074422;5,6421;0,19033;0,074422;0,51706;0,29196;0,2656;0,27495;0,11862;0,074422;132,84;2,7477;0,27171;0,19033;2,1281;0,29196;0,090826;0,64595;0,10448;0,090826;54,45;48,808;4,8146;1,046;6,1427;0,16023;0,076463;1,0922;0,70048;0,36394;1,2428;1,2428;0,081506;0,53416;0,91849;0;64,693;7,4783;122,01;2,9915;8,92;NB;U
0,052071;0,35713;0,13929;2,4861;124,44;0;0,06307;1,8001;0,692476;0,64287;0,072575;0,67291;0,269038;0,06307;1177,6;0,30995;2,8001;0,06307;0,1911;61,871;0,064281;0,15777;0,1654;0,47228;0,27915;0,18161;0,79528;0,215666;124,07;2,9572;0,77612;0,054294;0,545581;0,67029;0,16451;1,0579;0,10638;0,194324;148,05;86,177;0,93077;1,8893;73,669;0,016659;0,050477;0,65248;0,093728;0,33815;0,83818;0,87393;0,16451;0,080997;0,81967;0,042653;5,8994;4,2355;103,66;3,5212;0,809178;NB;U
0,13511;0,40767;0,31995;1,9239;-0,70122;0,449716;0,17798;1,1642;1,1304;0,47461;0,17798;0,51394;0,10748;0,17798;686,55;0,53164;2,453;0,17798;0,088266;57,821;0,20689;0,067006;0,78503;0,47461;0,42648;0,95865;0,20117;0,088266;70,861;5,1509;0,50749;0,20689;2,0329;0,53597;0,1026;0,01717;0,054563;0,1026;119,52;61,703;0,42298;1,0015;65,362;0,16814;0,083383;1,6343;0,34631;0,19414;1,4221;1,6059;0,11537;0,28468;0,88463;0,12929;6,3126;5,9154;62,686;5,8227;6,0419;NB;U
0,16531;0,31556;0,35519;2,1256;29,375;0,14621;0,20371;2,1278;1,1122;0,67146;0,20371;0,64556;0,13888;0,20371;420,51;0,86799;3,1689;0,20371;0,10329;39,797;0,19873;0,08382;0,1862;0,67146;0,7463;1,0788;0,14297;0,10329;64,955;5,6193;0,62978;0,19873;1,9933;0,67146;0,10077;0,11023;0,038578;0,10077;117,7;77,901;0,76876;1,4441;44,263;0,12854;0,065176;2,1256;0,31556;0,17796;2,0394;2,0394;0,1009;0,2462;0,8991;0;9,1715;4,6854;58,401;6,2499;5,9902;NB;U
0,16635;0,30459;0,61233;3,3208;28,731;0;0,20619;2,2832;2,1909;0,69542;0,21894;0,78147;0,099353;0,20619;510,73;0,71466;3,2832;0,20619;0,094108;70,398;0,20878;0,075926;0,40256;0,64405;0,58388;4,9448;0,10921;0,096438;48,058;7,5949;6,579;0,18707;2,1909;0,73616;0,085383;0,36412;0,046092;0,095293;129,96;59,562;0,39366;1,7192;76,97;0,19729;0,090048;2,8766;0,26384;0,13167;5,6158;5,9448;0,085383;0,23921;0,90728;0,058587;5,1848;6,1281;43,955;8,304;17,693;NB;U
0,027336;0,30969;0,18456;1,776;-23,195;0;0,027336;2,2291;2,1486;0,69031;0,078995;0,11493;0,013661;0,027336;3851,1;0,094777;3,2291;0,027336;0,012723;52,496;0;0,012723;0,11621;0,66057;0,094777;0,31953;0,11308;0,028429;44,894;8,1303;6,2441;0;2,1486;0,69031;0;0,28054;1,0729;0;60,422;21,56805;0,088458;0,4767;58,33;-0,002016;-0,000938;1,364;0,23784;0,123;1,1951;1,1951;0,10001;0,039599;0,92778;0;6,9529;16,92325;40,404;9,0337;3,7199;NB;U
